,rid,client_id,gender,transcription,reference,split,weight,wer,cer
925,train_925,female_14,female, Sort of like rolling a heavy cart up a hill. Spitting the nucleus up again then releases some of that energy.,sort of like rolling a heavy cart up a hill splitting the nucleus up again then releases some of that energy,train,0.0759297520661157,0.047619047619047616,0.009259259259259259
926,train_926,female_14,female," The local tap water is perfectly safe to drink, but bottle water is easy to find if you are fearful.",the local tap water is perfectly safe to drink but bottled water is easy to find if you are fearful,train,0.0759297520661157,0.05,0.010101010101010102
927,train_927,female_3,female, This sometimes violent protests were triggered by failure to hold elections. Some do since 2011.,the sometimes-violent protests were triggered by failure to hold elections some due since 2011,train,0.07179752066115702,0.13333333333333333,0.0425531914893617
934,train_934,female_2,female," Space for the most popular areas such as the Bright Angel Campground, adjacent to Phantom Ranch, generally filled up by the request for Seval. On the first day, they are open to reservations.",space for the most popular areas such as the bright angel campground adjacent to phantom ranch generally fill up by the requests received on first date they are opened to reservations,train,0.06921487603305786,0.22580645161290322,0.09944751381215469
935,train_935,female_0,female," In 1624, Dutch East India Company establishes a base in southwestern Taiwan, initiating a transformation in Aboriginal grain production practices and employing Chinese laborers to work on its rice and sugar plantations.","in 1624,dutch east india company establishes a base in southwestern taiwan initiating a transformation in aboriginal grain production practices and employing chinese laborers to work on its rice and sugar plantations",train,0.06663223140495868,0.0,0.0
936,train_936,female_12,female," Ring also settled a lawsuit with competing security company, the ADT Corporation.",ring also settled a lawsuit with competing security company the adt corporation,train,0.07231404958677685,0.0,0.0
937,train_937,female_3,female, Both golf and rugby are set to return to the Olympic Games.,both golf and rugby are set to return to the olympic games,train,0.07179752066115702,0.0,0.0
938,train_938,female_2,female," Living in volunteering in a foreign country is a great way to get to know a different culture meet new people, learn about yourself, get a sense of perspective and even gain new skills.",living and volunteering in a foreign country is a great way to get to know a different culture meet new people learn about yourself get a sense of perspective and even gain new skills,train,0.06921487603305786,0.029411764705882353,0.01092896174863388
940,train_940,female_10,female, At the time nearly 100 residents were evacuated from the area.,at the time nearly 100 residents were evacuated from the area,train,0.06611570247933884,0.0,0.0
941,train_941,female_1,female," The tiger is in the same group, genus pentera, as lions, leperts, and jaguars. These 4 cats are the only one who can roar.",the tiger is in the same group genus panthera as lions leopards and jaguars. these four cats are the only ones who can roar,train,0.07386363636363637,0.125,0.05042016806722689
943,train_943,female_1,female, They were compelled to pay taxes to the U.S. colonial regime to defray a major part of the expenditures and interest on bonds floated in the name of the Philippine government through the Wall Street banking houses.,they were compelled to pay taxes to the u.s. colonial regime to defray a major part of the expenditures and the interest on bonds floated in the name of the philippine government through the wall street banking houses,train,0.07386363636363637,0.02564102564102564,0.018518518518518517
944,train_944,female_5,female," At the same time, the German Navy using mainly U-boats was trying to stop this traffic.",at the same time the german navy using mainly u-boats was trying to stop this traffic,train,0.04648760330578512,0.0,0.0
945,train_945,female_4,female," Basically, they fall into two categories. Either work while you travel or try and limit your expenses. This article is focused on the latter.",basically they fall into two categories either work while you travel or try and limit your expenses this article is focused on the latter,train,0.06663223140495868,0.0,0.0
946,train_946,female_0,female, Tournament Top Seeds South Africa started on the right note when they had a comfortable 26-00 win against fifth-seated Zambia.,tournament top seeds south africa started on the right note when they had a comfortable 26 - 00 win against 5th seeded zambia,train,0.06663223140495868,0.045454545454545456,0.01639344262295082
948,train_948,female_6,female," Occasionally specialist air tours go inland for mountaineering or to reach the pole, which has a large base.",occasional specialist air tours go inland for mountaineering or to reach the pole which has a large base,train,0.06301652892561983,0.05555555555555555,0.019230769230769232
949,train_949,female_11,female," Both SIO, Nurek, Acid and Malaamene were found in urine samples from pets that died after consuming contaminated pet food.",both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food,train,0.06714876033057851,0.15789473684210525,0.07692307692307693
950,train_950,female_10,female," Products can be purchased as needed, but most will have little or no real impact on performance.",products can be purchased as needed but most will have little or no real impact on performance,train,0.06611570247933884,0.0,0.0
951,train_951,female_1,female," The company helps to diversify its profit sources and gain popularity in areas where Skype holds a strong position. So, to China, Eastern Europe and Brazil.",the company hopes to diversify its profit sources and gain popularity in areas where skype holds a strong position such as china eastern europe and brazil,train,0.07386363636363637,0.11538461538461539,0.05194805194805195
952,train_952,female_3,female," Seeing the sights and wildlife of the Glockpost is best done by boat, just as Charles Darwin did it in 1835.",seeing the sites and wildlife of the galapagos is best done by boat just as charles darwin did it in 1835,train,0.07179752066115702,0.09523809523809523,0.08571428571428572
953,train_953,female_4,female, The white sea Baltic canal connects the Arctic Ocean to the Baltic Sea via Lake O'Neige Lake Ladoga and St. Petersburg mostly by rivers and lakes.,the white sea-baltic canal connects the arctic ocean to the baltic sea via lake onega lake ladoga and saint petersburg mostly by rivers and lakes,train,0.06663223140495868,0.07692307692307693,0.027586206896551724
958,train_958,female_12,female," After picking a parent that many families were seeking legal help to fight the evictions, a meeting was held on March 20th at the East Bay Community Law Center for the victims of the housing scam.",after it became apparent that many families were seeking legal help to fight the evictions a meeting was held on march 20 at the east bay community law center for the victims of the housing scam,train,0.07231404958677685,0.1111111111111111,0.061855670103092786
959,train_959,female_6,female, Nitrogen as a gas still has the same properties as liquid nitrogen. The liquid state is denser but the molecules are still the same.,nitrogen as a gas still has the same properties as liquid nitrogen the liquid state is denser but the molecules are still the same,train,0.06301652892561983,0.0,0.0
960,train_960,female_3,female," While understanding one's history, this not a sum understanding of culture, it does at least help people gain a sense of where they fall within the history of the organization.",while understanding one's history does not assume understanding of culture it does at least help people gain a sense of where they fall within the history of the organization,train,0.07179752066115702,0.1,0.02857142857142857
961,train_961,female_12,female," U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week long tour of Asia.",u.s. president george w bush arrived in singapore the morning of november 16 beginning a week-long tour of asia,train,0.07231404958677685,0.0,0.0
962,train_962,female_12,female," Because the bottom of the blade is slightly curved, as the blade tilts to one side or the other, the edge which is in contact with the ice also curves.",because the bottom of the blade is slightly curved as the blade tilts to one side or the other the edge which is in contact with the ice also curves,train,0.07231404958677685,0.0,0.0
963,train_963,female_1,female," During his time with the team, he scored 403 goals and 468 appearances.",during his time with the team he scored 403 goals in 468 appearances,train,0.07386363636363637,0.07692307692307693,0.029411764705882353
964,train_964,female_1,female, Ovechins first assist of the night was on the game winning goal by Rukri Nicholas Backstone,ovechkin's first assist of the night was on the game-winning goal by rookie nicklas backstrom,train,0.07386363636363637,0.29411764705882354,0.13043478260869565
966,train_966,female_0,female," I expect to return to all my duties on Monday, area set in a statement.",i expect to return to all my duties on monday arias said in a statement,train,0.06663223140495868,0.13333333333333333,0.07042253521126761
968,train_968,female_1,female," In short, using your car is a great way to take a road trip, but seldom in itself a way to camp.",in short using your car is a great way to take a road trip but seldom in itself a way to camp,train,0.07386363636363637,0.0,0.0
970,train_970,female_14,female, It can be pulled into thin wire which can be twisted and plated. It can be hammered or rolled into sheets.,it can be pulled into thin wire which can be twisted and plaited it can be hammered or rolled into sheets,train,0.0759297520661157,0.047619047619047616,0.009523809523809525
971,train_971,female_1,female," However, new evidence suggests that the Marari way group of mainland Maori who amygrated from New Zealand to the Chatham Islands developing their own distinctive peaceful culture.",however new evidence suggests that the moriori were a group of mainland maori who migrated from new zealand to the chatham islands developing their own distinctive peaceful culture,train,0.07386363636363637,0.14285714285714285,0.05555555555555555
973,train_973,female_2,female, The Health Minister Express concern both for the wealthy of individuals taking advantage of the temporary legality of the substance is evolved and for drug-related convictions handed down since the now unconstitutional changes came into effect.,the health minister expressed concern both for the welfare of individuals taking advantage of the temporary legality of the substances involved and for drug-related convictions handed down since the now-unconstitutional changes came into effect,train,0.06921487603305786,0.1388888888888889,0.045081967213114756
975,train_975,female_5,female," San Francisco was also one of the best places in the nation for other Asian cuisine, Korean, Thai, Indian and Japanese.",san francisco is also one of the best places in the nation for other asian cuisine korean thai indian and japanese,train,0.04648760330578512,0.047619047619047616,0.017543859649122806
976,train_976,female_10,female, The NBA's decision followed a Utah Jazz player testing positive for the COVID-19 virus.,the nba's decision followed a utah jazz player testing positive for the covid-19 virus,train,0.06611570247933884,0.0,0.0
977,train_977,female_14,female," For a few pennies, some children will tell you the story.",for a few pennies some children will tell you the story,train,0.0759297520661157,0.0,0.0
978,train_978,female_6,female, Under them are more medium sized cast that eat medium sized prey ranging from rabbits to antelopes in deer.,under them are more medium sized cats that eat medium sized prey ranging from rabbits to antelopes and deer,train,0.06301652892561983,0.10526315789473684,0.037383177570093455
979,train_979,female_6,female," Taring up of the north end of Machu Picchu is the steep mountain, often the backdrop to many photos of the ruins.",towering above the north end of machu picchu is this steep mountain often the backdrop to many photos of the ruins,train,0.06301652892561983,0.19047619047619047,0.08771929824561403
980,train_980,female_14,female, Every morning people leave small country towns in cars to go their workplace and our past by others whose work destination is the place they have just locked.,every morning people leave small country towns in cars to go their workplace and are passed by others whose work destination is the place they have just left,train,0.0759297520661157,0.10714285714285714,0.07006369426751592
981,train_981,female_5,female, For some understanding something about how aircraft work and what happens during a flight may help to overcome a fear which is based on the unknown or on not being in control.,for some understanding something about how aircraft work and what happens during a flight may help to overcome a fear which is based on the unknown or on not being in control,train,0.04648760330578512,0.0,0.0
985,train_985,female_0,female," Time is also how we compare the duration, length of events.",time is also how we compare the duration length of events,train,0.06663223140495868,0.0,0.0
986,train_986,female_14,female," After military setbacks, Ethel Red was able to agree to terms with Olaf, who returned to Norway to try to gain his kingdom with mixed success.",after initial military setbacks ethelred was able to agree to terms with olaf who returned to norway to try to gain his kingdom with mixed success,train,0.0759297520661157,0.11538461538461539,0.06164383561643835
987,train_987,female_12,female, They also set an estatement. The crew was currently working to determine the best method of safely extracting the ship.,they also said in a statement the crew is currently working to determine the best method of safely extracting the ship,train,0.07231404958677685,0.23809523809523808,0.06779661016949153
988,train_988,female_2,female," In other cases, only those staying outside of torvers accommodation need to register. However, this makes the law much more obscure so find out before him.",in other cases only those staying outside of tourist accommodations need to register however this makes the law much more obscure so find out beforehand,train,0.06921487603305786,0.16,0.06578947368421052
989,train_989,female_10,female, Who in prices scheduled to appear at the Westminster magistrate's court on February 16?,huhne and pryce are scheduled to appear at the westminster magistrates court on february 16,train,0.06611570247933884,0.4,0.14285714285714285
994,train_994,female_12,female," It is nearly impossible to exchange Falkland's currency outside of the islands, so exchange money prior to leaving the islands.",it is nearly impossible to exchange falklands currency outside of the islands so exchange money prior to leaving the islands,train,0.07231404958677685,0.1,0.016129032258064516
995,train_995,female_4,female," Unless you are a diplomat, working overseas generally means that you will have to file income tax in the country you are based in.",unless you are a diplomat working overseas generally means that you will have to file income tax in the country you are based in,train,0.06663223140495868,0.0,0.0
996,train_996,female_10,female, Al Gore and General Tommy Franks casually rattled off their favorite headlines. Gore's was when the onion reported he and Tripur were having the best sex of their lives after his 2000 electoral college defeat.,al gore and general tommy franks casually rattle off their favorite headlines gore's was when the onion reported he and tipper were having the best sex of their lives after his 2000 electoral college defeat,train,0.06611570247933884,0.05555555555555555,0.01932367149758454
997,train_997,female_3,female," However, the discovery of his tomb in 1922 made him a celebrity, while many tombs of the past were robbed, this tomb was left virtually undisturbed.",however the discovery of his tomb in 1922 made him a celebrity while many tombs of the past were robbed this tomb was left virtually undisturbed,train,0.07179752066115702,0.0,0.0
999,train_999,female_6,female," It's expected that most event tickets will cost between 2500 yen and 130,000 yen with typical tickets costing around 7,000 yen.","it's expected that most event tickets will cost between ¥2,500 and ¥130,000 with typical tickets costing around ¥7,000",train,0.06301652892561983,0.15789473684210525,0.10619469026548672
1000,train_1000,female_11,female," The island was first inhabited by the Tynos and Caribets. The Caribets were in a rock, again, speaking people who had arrived around 10,000 BCE.","the island was first inhabited by the taínos and caribes. the caribes were an arawakan-speaking people who had arrived around 10,000 bce",train,0.06714876033057851,0.30434782608695654,0.09090909090909091
1001,train_1001,female_5,female," neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition. Therefore, it narrows the research area and makes it",neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition therefore it narrows the research area and makes it much more exact,train,0.04648760330578512,0.11538461538461539,0.09142857142857143
1002,train_1002,female_3,female," Born in the Croatian capital, Zagreb, Bobc, gained fame while playing for partisan Belgrade.",born in the croatian capital zagreb bobek gained fame while playing for partizan belgrade,train,0.07179752066115702,0.14285714285714285,0.033707865168539325
1003,train_1003,female_11,female, It was at this time that the transfer of the title of fashion capital from Constantinople to Paris was made.,it was at this time that the transfer of the title of fashion capital from constantinople to paris was made,train,0.06714876033057851,0.0,0.0
1004,train_1004,female_2,female, The minus sport of fencing is played at many levels from students learning at a university to professional and Olympic competition.,the modern sport of fencing is played at many levels from students learning at a university to professional and olympic competition,train,0.06921487603305786,0.047619047619047616,0.03816793893129771
1005,train_1005,female_10,female," Also, in warmer climates, bacteria both grow more quickly and survive longer outside the body.",also in warmer climates bacteria both grow more quickly and survive longer outside the body,train,0.06611570247933884,0.0,0.0
1008,train_1008,female_14,female," For that they had to get rid of British bases and ships in Egypt. Besides those actions, it all these battleships were not supposed to do anything else.",for that they had to get rid of british bases and ships in egypt besides those actions italy's battleships were not supposed to do anything else,train,0.0759297520661157,0.1111111111111111,0.041379310344827586
1009,train_1009,female_14,female, He graduated from the College of Arts and Sciences of the University of Virginia in 1950 and was a significant donor to that institution.,he graduated from the college of arts & sciences of the university of virginia in 1950 and was a significant donor to that institution,train,0.0759297520661157,0.043478260869565216,0.030303030303030304
1011,train_1011,female_3,female, UN peacekeepers whom arrived in Haiti after the 2010 earthquake are being blamed to spread of the disease which started near the troops in campment.,un peacekeepers whom arrived in haiti after the 2010 earthquake are being blamed for the spread of the disease which started near the troop's encampment,train,0.07179752066115702,0.19230769230769232,0.06535947712418301
1013,train_1013,female_14,female," For those willing to sacrifice comfort, time and predictability to push expenses down close to zero, see minimum budget travel.",for those willing to sacrifice comfort time and predictability to push expenses down close to zero see minimum budget travel,train,0.0759297520661157,0.0,0.0
1014,train_1014,female_1,female, Felicia once a category forced storm on the serfs Simpson hurricane scale. We can do a tropical depression before disappearing Tuesday.,felicia once a category 4 storm on the saffir-simpson hurricane scale weakened to a tropical depression before dissipating tuesday,train,0.07386363636363637,0.3,0.15384615384615385
1015,train_1015,female_2,female, Infectious diseases themselves or dangerous animals that can injure or kill people by force do not usually qualify as pests.,infectious diseases themselves or dangerous animals that can injure or kill people by force do not usually qualify as pests,train,0.06921487603305786,0.0,0.0
1016,train_1016,female_3,female," In inland regions of Northern Indian Pakistan, yogurt is commonly used in curries. In southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.",in inland regions of northern india and pakistan yogurt is commonly used in curries in southern india and some other coastal regions of the subcontinent coconut milk is commonly used,train,0.07179752066115702,0.06666666666666667,0.016483516483516484
1017,train_1017,female_4,female," Be assured that once you hit the mirror in us, everything will be pretty obvious. You will meet other boat hitchhikers and they will share their information with you.",be assured that once you hit the marinas everything will be pretty obvious you will meet other boat hitchhikers and they will share their information with you,train,0.06663223140495868,0.1111111111111111,0.04430379746835443
1021,train_1021,female_14,female," Looking decidedly rusty in the game against their Southern Sisters, South Africa, however, steadily improved as the tournament progressed. Looking decidedly rusty in the game against their Southern Sisters, South Africa, however, steadily improved as the tournament progressed.",looking decidedly rusty in the game against their southern sisters south africa however steadily improved as the tournament progressed,train,0.0759297520661157,1.0,1.007462686567164
1024,train_1024,female_3,female," While authorities are unsure of the credibility of the threat, the Maryland Transportation Authority made the closure with the urging of the FBI.",while authorities are unsure of the credibility of the threat the maryland transportaion authority made the closure with the urging of the fbi,train,0.07179752066115702,0.043478260869565216,0.007042253521126761
1025,train_1025,female_2,female, Others include Livingston Island in deception with a flooded caldera of a still active volcano provides a spectacular natural harbor.,others include livingston island and deception where the flooded caldera of a still-active volcano provides a spectacular natural harbour,train,0.06921487603305786,0.15,0.0661764705882353
1030,train_1030,female_12,female, Virtual team members often function as the point of contact for their immediate physical group.,virtual team members often function as the point of contact for their immediate physical group,train,0.07231404958677685,0.0,0.0
1031,train_1031,female_10,female, Today many Sammy work in modern trades. Tourism is an important income in sap me. The sunny area.,today many sámi work in modern trades. tourism is an important income in sápmi the sámi area,train,0.06611570247933884,0.23529411764705882,0.08791208791208792
1032,train_1032,female_1,female," If it becomes commercial, we should have it. That is, there's no imprints of objection to nuclear energy. Mr. Costello said.",if it becomes commercial we should have it that is there's no in-principle objection to nuclear energy mr costello said,train,0.07386363636363637,0.09090909090909091,0.056451612903225805
1033,train_1033,female_5,female," When low tide opened a gap along the Mystic River along the northeast of the peninsula, they quickly extended the fence with a short stone wall to the north ending at the water's edge, out of small beach.",when low tide opened a gap along the mystic river along the northeast of the peninsula they quickly extended the fence with a short stone wall to the north ending at the water's edge on a small beach,train,0.04648760330578512,0.05128205128205128,0.02
1034,train_1034,female_10,female, Boding is a national pastime in Finland with a boat to every 7 or 8 people.,boating is a national pastime in finland with a boat to every seven or eight people,train,0.06611570247933884,0.0625,0.02666666666666667
1036,train_1036,female_14,female," They became proficient on amputation to save patients from gangrene, as well as turnicates in arterial claims to stem blood flow.",they became proficient at amputation to save patients from gangrene as well as tourniquets and arterial clamps to stem blood flow,train,0.0759297520661157,0.19047619047619047,0.08527131782945736
1037,train_1037,female_14,female, Police said Lopicolo had the upper hand because he had been Provenzanos right handman in Polermo and his greater experience won him the respect of the older generation of bosses as a pursued Provenzanos policy of keeping as low as possible while strengthening their power network.,police said lo piccolo had the upper hand because he had been provenzano's right-hand man in palermo and his greater experience won him the respect of the older generation of bosses as they pursued provenzano's policy of keeping as low as possible while strengthening their power network,train,0.0759297520661157,0.2,0.04152249134948097
1039,train_1039,female_10,female, He had two goals and two assists in Washington's five to three win over the Atlanta thrashes.,he had 2 goals and 2 assists in washington's 5-3 win over the atlanta thrashers,train,0.06611570247933884,0.11764705882352941,0.05
1041,train_1041,female_5,female, He even suggests that such abilities interpreting human behavior may be shared by animals such as domestic dogs.,he even suggests that such abilities in interpreting human behavior may be shared by animals such as domestic dogs,train,0.04648760330578512,0.05263157894736842,0.02631578947368421
1042,train_1042,female_14,female, Each temple had an open temple courtyard and then an inner sanctuary that only the priests could enter.,each temple had an open temple courtyard and then an inner sanctuary that only the priests could enter,train,0.0759297520661157,0.0,0.0
1043,train_1043,female_12,female," A person working in a garage near where the accident occurred said, the road children waiting to cross the road and they were all screaming and crying.",a person working in a garage near where the accident occurred said there were children waiting to cross the road and they were all screaming and crying,train,0.07231404958677685,0.07407407407407407,0.039735099337748346
1046,train_1046,female_13,female, Athletes may feel that they prefer a product even when it provides no real benefits.,athletes may feel that they prefer a product even when it provides no real benefits,train,0.07128099173553719,0.0,0.0
1047,train_1047,female_5,female," Well, this is a very common activity in his prohibited by Disney. The tickets are non-transherable.",while this is a very common activity it is prohibited by disney the tickets are non-transferable,train,0.04648760330578512,0.23529411764705882,0.0625
1048,train_1048,female_0,female, The water molecule is making an invisible skin on the water surface that allows things like the needle to float on top of the water.,the water molecules make an invisible skin on the water's surface that allows things like the needle to float on top of the water,train,0.06663223140495868,0.16,0.06153846153846154
1049,train_1049,female_3,female, Foster care is supposed to provide all of the necessities that we're lacking in the home they were previously taken from.,foster care is supposed to provide all the necessities that were lacking in the home they were previously taken from,train,0.07179752066115702,0.15,0.04310344827586207
1050,train_1050,female_4,female, The effect is dependent on how often your brain attempts to loosely dream per night.,the effect is dependent on how often your brain attempts to lucidly dream per night,train,0.06663223140495868,0.06666666666666667,0.04819277108433735
1052,train_1052,female_3,female, This term derives from the Asian familiarity with bedbugs which are insects highly adapted to parasitize humans.,this term derives from ancient familiarity with bed-bugs which are insects highly adapted to parasitize humans,train,0.07179752066115702,0.23529411764705882,0.08181818181818182
1058,train_1058,female_13,female, All of the cave entrances which were named 7 sisters are at least 150 meters or 328 to 820 feet in diameter.,all of the cave entrances which were named the seven sisters are at least 100 to 250 meters 328 to 820 feet in diameter,train,0.07128099173553719,0.20833333333333334,0.12173913043478261
1062,train_1062,female_13,female," The fabulous riches of the tomb are no longer in it, but have been removed to the Egyptian Museum in Cairo.",the fabulous riches of the tomb are no longer in it but have been removed to the egyptian museum in cairo,train,0.07128099173553719,0.0,0.0
1063,train_1063,female_4,female," No child should ever have to grow up in an environment that is not nurturing, caring, and educational. But they do.",no child should ever have to grow up in an environment that is not nurturing caring and educational but they do,train,0.06663223140495868,0.0,0.0
1064,train_1064,female_1,female, Several million vials of infelus vaccine have also been promised by the government which will help prepare health agencies for next year.,several million vials of encephalitis vaccine have also been promised by the government which will help prepare health agencies for next year,train,0.07386363636363637,0.045454545454545456,0.05673758865248227
1067,train_1067,female_5,female, Student visas generally have different requirements and application procedures from normal tourists or business visas.,student visas generally have different requirements and application procedures from normal tourist or business visas,train,0.04648760330578512,0.06666666666666667,0.008620689655172414
1070,train_1070,female_0,female, Do not sleep on a mattress or pad on the ground in areas where you do not know the local fauna.,do not sleep on a mattress or pad on the ground in areas where you do not know the local fauna,train,0.06663223140495868,0.0,0.0
1073,train_1073,female_12,female," These aren't very nimble, so the trail has to take a long swerve around the trans-artic mountains to come onto the plateau.",these aren't very nimble so the trail has to take a long swerve around the transantarctic mountains to come onto the plateau,train,0.07231404958677685,0.08695652173913043,0.032
1076,train_1076,female_14,female," 4 years later, a pattern was granted which was the world's first pattern issued in the field of MRI.",four years later a patent was granted which was the world's first patent issued in the field of mri,train,0.0759297520661157,0.1,0.06315789473684211
1078,train_1078,female_12,female," No immediate reports of damage have been received by the United States Geological Survey, USGS, and its National Earthquake Information Center.",no immediate reports of damage have been received by the united states geological survey usgs and its national earthquake information center,train,0.07231404958677685,0.0,0.0
1079,train_1079,female_1,female, Research is found that females are two times more likely to have MS than males.,research has found that females are two times more likely to have ms then males,train,0.07386363636363637,0.13333333333333333,0.03896103896103896
1080,train_1080,female_12,female," The cell is the basic unit of all living things, and all organisms are composed of one or more cells.",the cell is the basic unit of all living things and all organisms are composed of one or more cells,train,0.07231404958677685,0.0,0.0
1081,train_1081,female_0,female," Consider getting an eye exam at home, especially if insurance covers it and bringing the prescription along to be filled elsewhere.",consider getting an eye exam at home especially if insurance covers it and bringing the prescription along to be filed elsewhere,train,0.06663223140495868,0.047619047619047616,0.0078125
1083,train_1083,female_3,female, The up-bow mark looks like a V and the downbow mark like a staple or a square missing its bottom side.,the up bow mark looks like a v and the down bow mark like a staple or a square missing its bottom side,train,0.07179752066115702,0.08695652173913043,0.00980392156862745
1084,train_1084,female_13,female," Deputy Inspector General D.K. R.A.S. said, we have arrested five persons who raped the Swiss woman and recovered her mobile and laptop.",deputy inspector general d k arya said we have arrested five persons who raped the swiss woman and recovered her mobile and laptop,train,0.07128099173553719,0.13043478260869565,0.031496062992125984
1085,train_1085,female_10,female, Authority said little officially beyond confirming today's arrest.,authorities said little officially beyond confirming today's arrest,train,0.06611570247933884,0.1111111111111111,0.04411764705882353
1086,train_1086,female_1,female," That means we are able to successfully predict and let other humans perceive and 10 believe, know or design.",that means we are able to successfully predict what other humans perceive intend believe know or desire,train,0.07386363636363637,0.29411764705882354,0.1262135922330097
1087,train_1087,female_11,female," At least main goals were African countries. To capture those countries, they would need to have a troop launching pad. So as troops would sail across the Mediterranean Sea and invade Africa.",italy's main goals were african countries to capture those countries they would need to have a troop launching pad so as troops could sail across the mediterranean sea and invade africa,train,0.06714876033057851,0.09375,0.03763440860215054
1088,train_1088,female_12,female, Travelers may encounter animal pests that they are not familiar with in their home regions.,travellers may encounter animal pests that they are not familiar with in their home regions,train,0.07231404958677685,0.0,0.0
1090,train_1090,female_4,female," On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St. James Gate Ruralry in Dublin, Ireland.","on september 24 1759 arthur guinness signed a 9,000 year lease for the st james' gate brewery in dublin ireland",train,0.06663223140495868,0.05,0.044642857142857144
1093,train_1093,female_13,female, The distinct characteristics of the internet lead to additional dimensions in terms of the uses and gratifications approach.,the distinct characteristics of the internet lead to additional dimensions in terms of the uses and gratifications approach,train,0.07128099173553719,0.0,0.0
1094,train_1094,female_4,female," In 1624, Dutch East India Company establishes a base in southwestern Taiwan, initiating a transformation and aboriginal grain production practices, and employing Chinese laborers to work on its rice and sugar plantations.","in 1624,dutch east india company establishes a base in southwestern taiwan initiating a transformation in aboriginal grain production practices and employing chinese laborers to work on its rice and sugar plantations",train,0.06663223140495868,0.03125,0.009259259259259259
1095,train_1095,female_4,female, Most televisions are made in a way to please the general public.,most televisions are made in a way to please the general public,train,0.06663223140495868,0.0,0.0
1097,train_1097,female_12,female, But Prime Minister John Howard has said that the act was only to safeguard the facilities of the hospital from being downgraded by the Tasmanian government and giving an extra AUD 45 million.,but prime minister john howard has said the act was only to safeguard the facilities of the hospital from being downgraded by the tasmanian government in giving an extra aud$45 million,train,0.07231404958677685,0.12903225806451613,0.05434782608695652
1099,train_1099,female_0,female, Heesh also argued that the photogenic ma was more style than substance.,hsieh also argued that the photogenic ma was more style than substance,train,0.06663223140495868,0.08333333333333333,0.04285714285714286
1100,train_1100,female_13,female, One of the strong points of Charlotte North Carolina is that it has an abundance of high quality options for families.,one of strong points of charlotte north carolina is that it has an abundance of high-quality options for families,train,0.07128099173553719,0.05,0.035398230088495575
1102,train_1102,female_13,female, Surgeons had knowledge of various sedatives including morphine from angstacts of poppy seeds in scopole mean from her vein seeds.,surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds,train,0.07128099173553719,0.3333333333333333,0.1349206349206349
1103,train_1103,female_6,female," Middle distance running is a relatively inexpensive sport. However, there are many misconceptions regarding the few pieces of equipment required to participate.",middle distance running is a relatively inexpensive sport however there are many misconceptions regarding the few pieces of equipment required to participate,train,0.06301652892561983,0.0,0.0
1104,train_1104,female_2,female, The protests started around 11 local time on Whitehall opposite the police got it interested down extreme the Prime Minister's official residence,the protest started around 11:00 local time utc+1 on whitehall opposite the police-guarded entrance to downing street the prime minister's official residence,train,0.06921487603305786,0.34615384615384615,0.20125786163522014
1107,train_1107,female_11,female, Parasions abrupt exteriors will rapidly evaporate if you display some basic corticis.,parisians' abrupt exteriors will rapidly evaporate if you display some basic courtesies,train,0.06714876033057851,0.16666666666666666,0.06976744186046512
1108,train_1108,female_6,female," Then, Mahayat, Pradesh Police, recovered the stolen laptop and mobile phone.",the madhya pradesh police recovered the stolen laptop and mobile phone,train,0.06301652892561983,0.18181818181818182,0.05714285714285714
1109,train_1109,female_5,female, The mountains of the peninsula here merge into the plateau and then re-emerge to form the 360-clowned or chain of the L'sworth Mountains.,the mountains of the peninsula here merge into the plateau then re-emerge to form the 360 km chain of the ellsworth mountains bisected by the minnesota glacier,train,0.04648760330578512,0.35714285714285715,0.31446540880503143
1112,train_1112,female_1,female, King Sijong was the fourth king of the Joshan dynasty and is one of the most highly regarded,king sejong was the fourth king of the joseon dynasty and is one of the most highly regarded,train,0.07386363636363637,0.1111111111111111,0.033707865168539325
1114,train_1114,female_4,female," If they sent things by air freight, on some routes it may have taken days to get through unloading and customs.",if they sent things by air freight on some routes it may have taken days to get through unloading and customs,train,0.06663223140495868,0.0,0.0
1115,train_1115,female_11,female," Wild animals might either be shy or aggressive. The environment might be cold, hot, or otherwise hostile.",wild animals might either be shy or aggressive the environment might be cold hot or otherwise hostile,train,0.06714876033057851,0.0,0.0
1116,train_1116,female_5,female," If you live in a city with very drinking culture, go to bars or pubs and neighborhoods you don't free-quen.",if you live in a city with a varied drinking culture go to bars or pubs in neighborhoods you don't frequent,train,0.04648760330578512,0.22727272727272727,0.10185185185185185
1117,train_1117,female_5,female, Fire captain Scott Kourns said it was a hot day in the Santa Clara with temperatures in the 90s.,fire captain scott kouns said it was a hot day in the santa clara with temperatures in the 90s,train,0.04648760330578512,0.05263157894736842,0.010638297872340425
1118,train_1118,female_10,female, Construction is ongoing for five new skyscrapers at the site with a transportation center and memorial park in the middle.,construction is ongoing for five new skyscrapers at the site with a transportation center and memorial park in the middle,train,0.06611570247933884,0.0,0.0
