rid	client_id	gender	transcription	reference
train_1382	961	1	 This flight is not the only option if you want to skip the South Pacific and the west coast of South America. See below.	this flight is not the only option if you want to skip the south pacific and the west coast of south america. see below
train_1383	849	1	 Most boomerangs available in Australia are in fact non-returning. It is best for beginners to not try throwing in windy.	most boomerangs available in australia are in fact non-returning it is best for beginners to not try throwing in windy
train_1384	58	0	 According to ANSA, police were concerned by a couple of top-level heads they feared might spark a full-blown war of succession.	according to ansa police were concerned by a couple of top-level hits they feared might spark a full-blown war of succession
train_1385	914	1	 Often you have to buy a global number separately that allows PSTN phones to call you. Where the number is from makes a difference for the people calling you.	often you have to buy a global number separately that allows pstn phones to call you where the number is from makes a difference for people calling you
train_1386	935	1	 Check with the institution as well as the immigration department for the country you wish to study in for detailed requirements.	check with the institution as well as the immigration department for the country you wish to study in for detailed requirements
train_1387	554	1	 Middle distance running is a relatively inexpensive sport. However, there are many misconceptions regarding the few pieces of equipment required to participate.	middle distance running is a relatively inexpensive sport however there are many misconceptions regarding the few pieces of equipment required to participate
train_1388	1378	1	 Neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition. Therefore, it narrows the research area and makes it much more exact.	neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition therefore it narrows the research area and makes it much more exact
train_1389	351	0	 This, however, is a very hard problem to solve and will take many years before we see useful fusion reactors built.	this however is a very hard problem to solve and will take many years before we see useful fusion reactors built
train_1390	1360	0	 It is nearly impossible to exchange Faklands currency outside of the highlands. So exchange money prior to leaving the highlands.	it is nearly impossible to exchange falklands currency outside of the islands so exchange money prior to leaving the islands
train_1391	881	0	 These requirements may often depend on what countries a traveler has visited or intends to visit.	these requirements may often depend on what countries a traveller has visited or intends to visit
train_1392	385	0	 After initial military setbacks, Ætherred was able to agree to terms with Olaf who returned to Norway to try to gain his kingdom with mixed success.	after initial military setbacks ethelred was able to agree to terms with olaf who returned to norway to try to gain his kingdom with mixed success
train_1393	176	1	 She gained critical acclaim during her time in Atlanta and was recognized for innovative urban education.	she gained critical acclaim during her time in atlanta and was recognized for innovative urban education
train_1394	632	0	 Among these abilities, understanding the intentions of others is crucial. It allows us to resolve possible ambiguity of physical actions.	among these abilities understanding the intention of others is crucial it allows us to resolve possible ambiguities of physical actions
train_1395	909	0	 The media companies routinely lie about the purpose of this, claiming that it is to prevent piracy.	the media companies routinely lie about the purpose of this claiming that it is to prevent piracy
train_1396	1257	1	 In one year's time, an infected person may infect 10 to 15 close contacts.	in one year's time an infected person may infect 10 to 15 close contacts
train_1397	287	1	 Animal Liberation and the Royal Society for the Prevention of Cruelty to Animals, RSPCA, are again calling for the mandatory installation of CCTV cameras in all Australian abattoirs.	animal liberation and the royal society for the prevention of cruelty to animals rspca are again calling for the mandatory installation of cctv cameras in all australian abattoirs
train_1398	1308	1	 German pastries are quite good and in Bavaria are quite rich and varied, similar to those of their southern neighbor, Austria.	german pastries are quite good and in bavaria are quite rich and varied similar to those of their southern neighbor austria
train_1399	60	0	 These bosses had been reigned in by Provenzano when he put an end to the RENA-driven war against the state that claimed the lives of Mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992.	these bosses had been reined in by provenzano when he put an end to the riina-driven war against the state that claimed the lives of mafia crusaders giovanni falcone and paolo borsellino in 1992
train_1400	472	1	 The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.	the concept was that all european nations had to seek to prevent one nation from becoming powerful and thus national governments often changed their alliances in order to maintain the balance
train_1401	700	0	 This letter must be legalized by the Ecuadorian Ministry of Foreign Affairs and comply with certain requirements.	this letter must be legalized by the ecuadorian ministry of foreign affairs and comply with certain requirements
train_1402	710	1	 That said, expect to be out of breath and take care in steeper portions, especially when wet, as it can become dangerous quickly.	that said expect to be out of breath and take care in the steeper portions especially when wet as it can become dangerous quickly
train_1403	463	1	 This is made to ensure that the image covers the whole screen. That is called overscan.	this is made to ensure that the image covers the whole screen that is called overscan
train_1404	1059	0	 The willingness of governments to issue passports with gender not stated, X, or documents updated to match the desired name and gender, varies.	the willingness of governments to issue passports with gender not stated x or documents updated to match a desired name and gender varies
train_1405	622	0	 While assessing the success and becoming aware of failures, individuals and the whole of the participating persons discover more deeply the values, mission, and driving forces of the organization.	while assessing the successes and becoming aware of failures individuals and the whole of the participating persons discover more deeply the values mission and driving forces of the organization
train_1406	974	1	 In many parts of the world, waving is a friendly gesture indicating hello.	in many parts of the world waving is a friendly gesture indicating hello
train_1407	231	0	 The man allegedly drove a three wheeled vehicles armed with explosives into a crowd.	the man allegedly drove a three-wheeled vehicle armed with explosives into a crowd
train_1408	1435	0	 Most insects have the advantage of being able to fold their wings back along the body.	most insects have the advantage of being able to fold their wings back along the body
train_1409	1340	0	 It was at this time that the transfer of the title of fashion capital from Constantinople to Paris was made.	it was at this time that the transfer of the title of fashion capital from constantinople to paris was made
train_1410	1170	0	 We perceive the foster care system to be a safety zone for these children.	we perceive the foster care system to be a safety zone for these children
train_1411	1123	0	 The Sundarbans covers an area of 3850 km2 of which about one third is covered in water, marsh areas.	the sundarbans cover an area of 3,850 km² of which about one-third is covered in water/marsh areas
train_1412	1038	1	 Stirrups are supports for the rider's feet that hang down on either side of the saddle.	stirrups are supports for the rider's feet that hang down on either side of the saddle
train_1413	368	0	 Blood goes away from the heart and tubes called arteries and comes back to the heart and tubes called veins. The smallest tubes are called capillaries.	blood goes away from the heart in tubes called arteries and comes back to the heart in tubes called veins the smallest tubes are called capillaries
train_1414	70	1	 The band canceled the show at Maui's War Memorial Stadium, which was set to be attended by 9,000 people and apologized to fans.	the band canceled the show at maui's war memorial stadium which was set to be attended by 9,000 people and apologized to fans
train_1415	1017	1	 The Rock Band was due to tour the United States and Canada until September 16th.	the rock band was due to tour the united states and canada until september 16
train_1416	1475	0	 The mountains of the peninsula have merged into the plateau, then reemerged to form the 360-kilometer chain of the Ellsworth Mountains bisected by the Minnesota Glacier.	the mountains of the peninsula here merge into the plateau then re-emerge to form the 360 km chain of the ellsworth mountains bisected by the minnesota glacier
train_1417	135	1	 Red tide is caused by a higher than normal concentration of Carinia brevis, a naturally occurring single-celled marine organism.	red tide is caused by a higher than normal concentration of karenia brevis a naturally-occurring single-celled marine organism
train_1418	857	0	 Carrying for others, never let your bags out of your sight, especially when you are crossing international borders.	carrying for others never let your bags out of your sight especially when you are crossing international borders
train_1419	564	1	 The study found that depression, fear, and catastrophizing mediated the relationship between pain and disability in lower back pain sufferers.	the study found that depression fear and catastrophising mediated the relationship between pain and disability in lower back pain sufferers
train_1420	96	0	 An inquiry was established to investigate.	an inquiry was established to investigate
train_1421	1414	0	 When completely brought up by non-human animals, the feral child exhibits behaviors within physical limits almost entirely like those of the particular care animal, such as its fear or indifference to humans.	when completely brought up by non-human animals the feral child exhibits behaviors within physical limits almost entirely like those of the particular care-animal such as its fear of or indifference to humans
train_1422	912	1	 Because calls are routed over the internet, you do not need to use a phone company located where you live or where you travel.	because calls are routed over the internet you do not need to use a phone company located where you live or where you travel
train_1423	339	1	 While on his warm-up lap, Lenz fell off his bike and was then struck by fellow racer Xavier Zayet.	while on his warm-up lap lenz fell off his bike and was then struck by fellow racer xavier zayat
train_1424	931	0	 While you may not need a visa for short visits to certain countries as a tourist or for business, going there as an international student generally requires a longer stay than going there just as a casual tourist.	while you may not need a visa for short visits to certain countries as a tourist or for business going there as an international student generally requires a longer stay than going there just as a casual tourist
train_1425	115	1	 It is the biggest acquisition in eBay's history.	it is the biggest acquisition in ebay's history
train_1426	681	1	 The town lies immediately next to the falls and they are the major attraction. But this popular tourist destination offers both adventure seekers and sightseers plenty of opportunities for a longer stay.	the town lies immediately next to the falls and they are the major attraction but this popular tourist destination offers both adventure seekers and sightseers plenty of opportunities for a longer stay
train_1427	1420	1	 In late 2017, Siminov appeared on shopping television channel QVC.	in late 2017 siminoff appeared on shopping television channel qvc
train_1428	519	1	 The human hand is shorter than the foot with straighter phalanges.	the human hand is shorter than the foot with straighter phalanges
train_1429	246	1	 I am happy that there are people willing to support me.	i am happy that there are people willing to support me
train_1430	843	0	 For one thing, northern New Mexico has significant problems with drunk driving, and the concentration of intoxicated drivers is high, close to small town bars.	for one thing northern new mexico has significant problems with drunk driving and the concentration of intoxicated drivers is high close to small-town bars
train_1431	166	1	 The Mumbai attackers arrived via boat on November 26, 2008, bringing with them grenades, automotive weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel.	the mumbai attackers arrived via boat on novemeber 26 2008 bringing with them grenades automatic weapons and hit multiple targets including the crowded chhatrapati shivaji terminus railway station and the famous taj mahal hotel
train_1432	1304	1	 For over a thousand years, the Christian religion had bound the European states together, despite differences in language and customs. I	for over a thousand years the christian religion had bound european states together despite differences in language and customs i
train_1433	896	1	 At a minimum you need footwear with suitable soles. Summer shoes are usually very slippery on ice and snow. Even some winter boots are deficient.	at a minimum you need footwear with suitable soles summer shoes are usually very slippery on ice and snow even some winter boots are deficient
train_1434	503	1	 For instance, children who identify with a racial minority that is stereotyped as not doing well in school tend to not do well in school once they learn about the stereotype associated with their race.	for instance children who identify with a racial minority that is stereotyped as not doing well in school tend to not do well in school once they learn about the stereotype associated with their race
train_1435	1018	1	 Travel agents usually offer packages that include breakfast, transportation arrangements to and from the airport, or even combined flight and hotel packages.	travel agents usually offer packages that include breakfast transportation arrangements to/from the airport or even combined flight and hotel packages
train_1436	322	0	 For the first time last year, China exported more cars than Germany and surpasses the United States as the biggest market for this industry.	for the first time last year china exported more cars than germany and surpassed the united states as the biggest market for this industry
train_1437	1341	1	 They often have more autonomy than conventional team members as their teams may meet according to varying time zones, which may not be understood by their local management.	they often have more autonomy than conventional team members as their teams may meet according to varying time zones which may not be understood by their local management
train_1438	603	0	 Water is another example. The compound water is made up of two hydrogen atoms and one oxygen atom.	water is another example the compound water is made up of two hydrogen atoms and one oxygen atom
train_1439	805	1	 Eyeglasses can be cheaper in a foreign country, especially in low-income countries where labor costs are also lower.	eyeglasses can be cheaper in a foreign country especially in low-income countries where labour costs are lower
train_1440	1321	1	 APA was founded in the 1850s and has been the official capital of Samoa since 1959.	apia was founded in the 1850s and has been the official capital of samoa since 1959
train_1441	821	1	 This is something you always need to keep in mind to avoid disappointment or perhaps even distaste over local ways to do things.	this is something you always need to keep in mind to avoid disappointment or perhaps even distaste over local ways to do things
train_1442	169	1	 Accompanied by those officials, he assured Texas citizens that steps were being taken to protect the public's safety.	accompanied by those officials he assured texas citizens that steps were being taken to protect the public's safety
train_1443	364	0	 The light bulb then needs replacing. It is necessary to be careful in replacing the light bulb.	the light bulb then needs replacing it is necessary to be careful in replacing the light bulb
train_1444	703	1	 Your passport must be valid for at least six months beyond your travel dates. A round onward trip ticket is needed to prove the length of your stay.	your passport must be valid for at least 6 months beyond your travel dates. a round/onward trip ticket is needed to prove the length of your stay
train_1445	850	1	 A hangy meal is cooked in a hot pit in the ground.	a hangi meal is cooked in a hot pit in the ground
train_1446	1146	1	 However, the driver sustained serious injuries to the head.	however the driver sustained serious injuries to the head
train_1447	617	0	 There was also another tribe on the Chatham Islands. These were Maori who migrated away from New Zealand.	there was also another tribe on the chatham islands these were maori who migrated away from new zealand
train_1448	1128	1	 Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.	authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking
train_1449	562	0	 You need to notice the victim's position as you approach him or her and any automatic red flags.	you need to notice the victim's position as you approach him or her and any automatic red flags
train_1450	787	0	 The world has over 5,000 different languages including more than 20 with 50 million or more speakers.	the world has over 5,000 different languages including more than twenty with 50 million or more speakers
train_1451	869	1	 Especially in your initial days, consider splurging on Western style and quality hotels, food, and services to help acclimatize.	especially in your initial days consider splurging on western-style and quality hotels food and services to help acclimatize
train_1452	269	1	 This is the first time a conviction has been gained using the legislation enacted in 2003 to curb bulk email aka spam from unsolicited distribution into users' mailboxes.	this is the first time a conviction has been gained using the legislation enacted in 2003 to curb bulk e-mail aka spam from unsolicited distribution into users mailboxes
train_1453	13	0	 He recently lost against Rionic in the Brisbane Open.	he recently lost against raonic in the brisbane open
train_1454	1325	0	 We call this process speciation, which just means the formation of new species. Speciation is an unavoidable consequence and a very important part of evolution.	we call this process speciation which just means the formation of new species speciation is an unavoidable consequence and a very important part of evolution
train_1455	356	1	 Because the bottom of the blade is slightly curved, as the blade tilts to one side or the other, the edge which is in contact with the ice also curves.	because the bottom of the blade is slightly curved as the blade tilts to one side or the other the edge which is in contact with the ice also curves
train_1456	222	1	 The trial took place at Birmingham Crown Court and concluded on August 3rd.	the trial took place at birmingham crown court and concluded on august 3
train_1457	927	0	 If using a drone, check well in advance as to what you are allowed to film and what permits or additional licensing are required.	if using a drone check well in advance as to what you are allowed to film and what permits or additional licensing are required
train_1458	52	0	 In April this year, a temporary restraining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.	in april this year a temporary restaining order was issued by judge glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner
train_1459	1439	1	 Box jellyfish occur near beaches and near river estuaries from October to April north of 1770. They can occasionally be found outside these times.	box jellyfish occur near beaches and near river estuaries from october to april north of 1770 they can occasionally be found outside these times
train_1460	1234	0	 Liggins followed his father's footsteps and entered a career in medicine.	liggins followed in his father's footsteps and entered a career in medicine
train_1461	698	1	 Jerusalem has many historic, archaeological and cultural sites, along with vibrant and crowded shopping centers, cafes and restaurants.	jerusalem has many historic archeological and cultural sites along with vibrant and crowded shopping centers cafés and restaurants
train_1462	1135	0	 The first public reading of the documents was by John Nixon in the year of Independence Hall on July 8.	the first public reading of the document was by john nixon in the yard of independence hall on july 8
train_1463	125	1	 Long before The Daily Show and The Colbert Report, Heck and Johnson envisioned a publication that would parody the news and news reporting when they were students at UW in 1988.	long before the daily show and the colbert report heck and johnson envisioned a publication that would parody the news-and news reporting-when they were students at uw in 1988
train_1464	887	1	 Antarctica is the coldest place on earth and surrounds the South Pole.	antarctica is the coldest place on earth and surrounds the south pole
train_1465	1263	1	 City-states are the precursors of nations. A civilizational culture implies the passing on of knowledge across several generations, a lingering cultural footprint, and fair dissemination.	city-states are the precursors of nations a civilizational culture implies the passing on of knowledge across several generations a lingering cultural footprint and fair dissemination
train_1466	941	1	 The easiest way to get started in the business of travel writing is to hone your skills on an established travel blog website.	the easiest way to get started in the business of travel writing is to hone your skills on an established travel blog website
train_1467	235	0	 We were all simply in shock, the mother stated.	we were all simply in shock the mother stated
train_1468	692	1	 A visit to the site can conveniently combine with a boat trip to the lake.	a visit to the site can be conveniently combined with a boat trip to the lake
train_1469	1320	0	 South Shetlands Islands, discovered in 1819, are claimed by several nations and have the most bases, with 16 active in 2020.	south shetland islands discovered in 1819 are claimed by several nations and have the most bases with sixteen active in 2020
train_1470	1380	0	 Sometimes special pyramid-shaped towers called ziggurats were built to be a part of the temples.	sometimes special pyramid shaped towers called ziggurats were built to be a part of the temples
train_1471	1424	1	 Check the label for specific first aid instructions for that specific poison.	check the label for specific first aid instructions for that specific poison
train_1472	4	0	 The pilot was identified as Squadron Leader Dilokrit Patavi.	the pilot was identified as squadron leader dilokrit pattavee
train_1473	730	1	 Bowen Island is a popular day trip or weekend excursion offering kayaking, hiking, shops, restaurants and more.	bowen island is a popular day trip or weekend excursion offering kayaking hiking shops restaurants and more
train_1474	1072	0	 They also define routes for popular hiking and cycling trails.	they also define routes for popular hiking and cycling trails
train_1475	42	1	 It is believed by some, including John Grant, that both the funding crunch and a shift in the philosophy of educational television programming contributed to ending the series.	it is believed by some including john grant that both the funding crunch and a shift in the philosophy of educational television programming contributed to ending the series
train_1476	773	1	 A world's fair, commonly called World Exposition or simply Expo, is a large international festival of arts and sciences.	a world's fair commonly called world exposition or simply expo is large international festival of arts and sciences
train_1477	419	0	 Estimates range from 340 million to 500 million speakers and as many as 800 million people can understand the language.	estimates range from 340 million to 500 million speakers and as many as 800 million people can understand the language
train_1478	634	1	 He would need to be judged differently if he had lost his car keys and it was his own car that he was trying to break into.	he would need to be judged differently if he had lost his car keys and it was his own car that he was trying to break into
train_1479	9	0	 Just after 11 o'clock, protesters blocked traffic on the northbound carriage in Whitehall.	just after 11:00 protesters blocked traffic on the northbound carriage in whitehall
train_1480	1109	0	 the high middle ages were preceded by the early middle ages and followed by the late middle ages which by convention ends around fifteen hundred	the high middle ages were preceded by the early middle ages and followed by the late middle ages which by convention ends around 1500
train_1481	717	1	 Before the Spanish arrived in the 16th century, northern Chile was under Inca rule by the indigenous Iroquitanians, Mapuche, inhabited central and southern Chile.	before the spanish arrived in the 16th century northern chile was under inca rule while the indigenous araucanians mapuche inhabited central and southern chile
train_1482	116	1	 The company hopes to diversify its profit sources and gain popularity in areas where Skype holds a strong position, such as China, Eastern Europe, and Brazil.	the company hopes to diversify its profit sources and gain popularity in areas where skype holds a strong position such as china eastern europe and brazil
train_1483	872	1	 Fill your home with a rich coffee in the morning and some relaxing chamomile tea at night.	fill your home with a rich coffee in the morning and some relaxing chamomile tea at night
train_1484	360	0	 Scientists call this process stimulated emission of radiation because the atoms are stimulated by the bright light causing the emissions of a photon of light and light is a type of radiation.	scientists call this process stimulated emission of radiation because the atoms are stimulated by the bright light causing the emission of a photon of light and light is a type of radiation
train_1485	1049	0	 The French Revolution also inspired many other repressed working class people of other countries to begin their own revolutions.	the french revolution also inspired many other repressed working class people of other country's to began their own revolutions
train_1486	922	1	 Every corner store is filled with a confusing array of prepaid phone cards that can be used from pay phones or ordinary telephones.	every corner store is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones
train_1487	1079	1	 This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo and is made of lots of small particles.	this theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo and is made of lots of small particles
train_1488	1117	1	 Try aiming somewhere where you are not caught again or depending on your skills and on whether you have been noticed you might want to wait for rescue.	try aiming somewhere where you are not caught again or depending on your skills and on whether you have been noticed you might want to wait for rescue
train_1489	715	0	 Be sure the agent through whom you book is a calipers specialist with a good knowledge of a wide variety of shapes.	be sure the agent through whom you book is a galapagos specialist with a good knowledge of a wide variety of ships
train_1490	1371	1	 A moderate earthquake shook western Montana at 10.08 p.m. on Monday.	a moderate earthquake shook western montana at 10:08 p.m. on monday
train_1491	325	1	 The storm, located approximately 3,000 miles from Miami, Florida, has maximum sustained winds of 40 mph and 64 kmph.	the storm located approximately 3,000 miles from miami florida has maximum sustained winds of 40 mph 64 kph
train_1492	297	1	 A 100-meter ship was en route to pick up its usual fertilizer cargo and initially officials feared the vessel could spill a load.	the 100-metre ship was en route to pick up its usual fertiliser cargo and initially officials feared the vessel could spill a load
train_1493	1012	0	 Infrared images show that the temperature variations from night and day show that they are likely caves.	infrared images show that the temperature variations from night and day show that they are likely caves
train_1494	632	1	 Among these abilities, understanding the intention of others is crucial. It allows us to resolve possible ambiguities of physical actions.	among these abilities understanding the intention of others is crucial it allows us to resolve possible ambiguities of physical actions
train_1495	89	1	 Authorities said little officially beyond confirming today's arrest.	authorities said little officially beyond confirming today's arrest
train_1496	1276	0	 A doctor who worked at Children's Hospital of Pittsburgh, Pennsylvania, will be charged with aggravated murder after her mother was found dead in the trunk of her car Wednesday, authorities in Ohio say.	a doctor who worked at children's hospital of pittsburgh pennsylvania will be charged with aggravated murder after her mother was found dead in the trunk of her car wednesday authorities in ohio say
train_1497	817	1	 The Global Running Tour's successor, Go Running Tours, networks dozens of site running providers on four continents.	the global running tours successor go running tours networks dozens of sightrunning providers on four continents
train_1498	1390	1	 Final results from Namibian presidential and parliamentary elections have indicated that the incumbent president, Hifi Kepunye Pohamba, has been re-elected by a large margin.	final results from namibian presidential and parliamentary elections have indicated that the incumbent president hifikepunye pohamba has been reelected by a large margin
train_1499	188	1	 At 1.15 a.m. Saturday, according to witnesses, the bus was going through a green light when the car made a turn in front of it.	at 1:15 a.m. saturday according to witnesses the bus was going through a green light when the car made a turn in front of it
train_1500	439	1	 In 1951, a fire caused for only some of the relics in Drakul Zong to remain, such as the image of Zyberg, Ngo-Wing, Nungail.	in 1951 a fire caused for only some of the relics of the drukgyal dzong to remain such as the image of zhabdrung ngawang namgyal
train_1501	31	1	 The jail became notorious after prisoner abuse was discovered there after US forces took over.	the jail became notorious after prisoner abuse was discovered there after us forces took over
train_1502	431	1	 Turkey's area makes it the world's 37th largest country and is about the size of metropolitan France and the UK combined.	turkey's area makes it the world's 37th-largest country and is about the size of metropolitan france and the united kingdom combined
train_1503	579	1	 Cells are so basic and critical to the study of life. In fact, they are often referred to as the building blocks of life.	cells are so basic and critical to the study of life in fact that they are often referred to as the building blocks of life
train_1504	336	0	 Turkish diva Sezen Aksu performed with the Italian tenor Alessandro Saffina and Greek singer Harris Alexiou.	turkish diva sezen aksu performed with the italian tenor alessandro safina and greek singer haris alexiou
train_1505	365	1	 First, the switch for the light fixtures need to be turned off or the cable disconnected.	first the switch for the light fixture needs to be turned off or the cable disconnected
train_1506	429	1	 The territory of Turkey is more than 1600 km long and 800 km wide with a roughly rectangular shape.	the territory of turkey is more than 1,600 kilometres 1,000 mi long and 800 km 500 mi wide with a roughly rectangular shape
train_1507	446	1	 An important industry for the Venezuelans is oil, where the country is a net exporter, even though only 1% work in the oil industry.	an important industry for venezuelans is oil where the country is a net exporter even though only one percent work in the oil industry
train_1508	395	1	 But the Royal Navy was still much stronger than the German Navy, Kriegsmarine, and could have destroyed any invasion fleet sent across the English Channel.	but the royal navy was still much stronger than the german navy  kriegsmarine” and could have destroyed any invasion fleet sent across the english channel
train_1509	924	0	 Access to these services is often through a toll-free telephone number that can be called for most phones without charge.	access to these services is often through a toll-free telephone number that can be called from most phones without charge
train_1510	142	1	 On Wednesday, the United States National Basketball Association suspended its professional basketball season due to concerns regarding COVID-19.	on wednesday the united states' national basketball association nba suspended its professional basketball season due to concerns regarding covid-19
train_1511	1019	1	 Under them are more medium-sized cats that eat medium-sized prey ranging from rabbits to antelopes and deer.	under them are more medium sized cats that eat medium sized prey ranging from rabbits to antelopes and deer
train_1512	170	1	 Perry specifically said, there are few places in the world better equipped to meet the challenge that is posed in this case.	perry specifically said there are few places in the world better equipped to meet the challenge that is posed in this case
train_1513	961	0	 This flight is not the only option we want to skip the South Pacific and the West Coast of South America. See below.	this flight is not the only option if you want to skip the south pacific and the west coast of south america. see below
train_1514	1041	0	 Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have type 1 diabetes.	like some other experts he is skeptical about whether diabetes can be cured noting that these findings have no relevance to people who already have type 1 diabetes
train_1515	783	0	 Wildlife photography is often taken for granted, but like photography in general, a picture is worth a thousand words.	wildlife photography is often taken for granted but like photography in general a picture is worth a thousand words
train_1516	1048	1	 He trained as an obstetrician and began to work at the Auckland's National Women's Hospital in 1959.	he trained as an obstetrician and began to work at the auckland's national women's hospital in 1959
train_1517	1318	1	 Prime Minister Stephen Harper has agreed to send the government's Clean Air Act to an all-party committee for review before its second reading after Tuesday's 25-minute meeting with NDP leader Jack Layton at the PMO.	prime minister stephen harper has agreed to send the government's clean air act' to an all-party committee for review before its second reading after tuesday's 25 minute meeting with ndp leader jack layton at the pmo
train_1518	537	1	 Beaches, theme parks, and campgrounds are often the most common places frequented by recreational tourists.	beaches theme parks and camp grounds are often the most common places frequented by recreational tourists
train_1519	278	0	 Former Massachusetts Governor Matt Romney won the Florida Republican Party presidential primary election on Tuesday with over 46% of the votes.	former massachusetts governor mitt romney won the florida republican party presidential primary election on tuesday with over 46% of the vote
train_1520	172	1	 He went on to say,	he went on to say this case is serious rest assured that our system is working as well as it should
train_1521	841	1	 However, nearly all of the casinos listed above serve drinks and several of them bring in name brand entertainment, primarily the large ones immediately surrounding Albuquerque and Santa Fe.	however nearly all of the casinos listed above serve drinks and several of them bring in name-brand entertainment primarily the large ones immediately surrounding albuquerque and santa fe
train_1522	218	0	 The vote must still be ratified by the full IOC at its October meeting in Copenhagen.	the vote must still be ratified by the full ioc at it's october meeting in copenhagen
train_1523	85	1	 In addition to the crushing ice, extreme weather conditions have been hampering rescue efforts.	in addition to the crushing ice extreme weather conditions have been hampering rescue efforts
train_1524	1188	1	 The top of the tower was a special sanctuary for the god.	the top of the tower was special sanctuary for the god
train_1525	427	1	 Charles was the first member of the British royal family to be awarded a degree.	charles was the first member of the british royal family to be awarded a degree
train_1526	690	0	 Phnom Krom, 12 km southwest of Siem Reap. This hilltop temple was built at the end of the 9th century during the reign of King Yasovarman.	phnom krom 12 km southwest of siem reap this hilltop temple was built at the end of the 9th century during the reign of king yasovarman
train_1527	1184	0	 Two popular content theories are Maslow's hierarchy of needs theory and Herzberg's two-factor theory.	two popular content theories are maslow's hierarchy of needs theory and hertzberg's two factor theory
train_1528	1045	1	 In the manner that Paris is known as the fashion capital of the contemporary world, Constantinople was regarded as the fashion capital of feudal Europe.	in the manner that paris is known as the fashion capital of the contemporary world constantinople was regarded as the fashion capital of feudal europe
train_1529	201	1	 Felicia, once a category 4 storm on the Saffir-Simpson hurricane scale, weakened to a tropical depression before dissipating Tuesday.	felicia once a category 4 storm on the saffir-simpson hurricane scale weakened to a tropical depression before dissipating tuesday
train_1530	1412	0	 At the extremes of the poll, 29% of those surveyed believe Australia should become a republic as soon as possible, while 31% believe Australia should never become a republic.	at the extremes of the poll 29 per cent of those surveyed believe australia should become a republic as soon as possible while 31 per cent believe australia should never become a republic
train_1531	1344	0	 Lions, cheetahs, and leopards are sometimes shy, and you will see them better with binoculars.	lions cheetahs and leopards are sometimes shy and you will see them better with binoculars
train_1532	780	0	 Some medium format film cameras use a 6x6 cm format, more precisely a 56x56 mm negative.	some medium-format film cameras use a 6 by 6 cm format more precisely a 56 by 56 mm negative
train_1533	205	1	 The Twin Otter had been trying to land at Kokoda yesterday as airlines PNG flight CG4684 but had aborted once already.	the twin otter had been trying to land at kokoda yesterday as airlines png flight cg4684 but had aborted once already
train_1534	1126	0	 This too can be borrowed from the stock at the entrance, but that clothing isn't washed after every user, so you may not feel comfortable wearing these skirts. One size fits all for men.	this too can be borrowed from the stock at the entrance but that clothing isn't washed after every user so you may not feel comfortable wearing these skirts one size fits all for men
train_1535	1099	1	 Around three minutes into the launch an onboard camera showed numerous pieces of insulation foam break away from the fuel tank.	around 3 minutes into the launch an on-board camera showed numerous pieces of insulation foam break away from the fuel tank
train_1536	938	0	 In some federal countries such as the United States and Canada, income tax is levied both at the federal level and at the local level so the rates and brackets can vary from region to region.	in some federal countries such as the united states and canada income tax is levied both at the federal level and at the local level so the rates and brackets can vary from region to region
train_1537	1107	1	 No matter how docile they may look, bison, elk, moose, bears, and nearly all large animals can attack.	no matter how docile they may look bison elk moose bears and nearly all large animals can attack
train_1538	23	1	 Despite these accusations, Ma Wan handily on a platform advocating closer ties with the Chinese mainland.	despite these accusations ma won handily on a platform advocating closer ties with the chinese mainland
train_1539	1150	1	 During the 1976 elections, he advised Carter on foreign policy and then served as National Security Advisor, NSA, from 1977 to 1981, succeeding Henry Kissinger.	during the 1976 selections he advised carter on foreign policy then served as national security advisor nsa from 1977 to 1981 succeeding henry kissinger
train_1540	1417	1	 Had the Allies failed, Germany probably would have been able to conquer Britain as if it had the rest of Europe.	had the allies failed germany probably would have been able to conquer britain as it had the rest of europe
train_1541	499	1	 Over multiple centuries, the Roman Empire led to great gains in the field of medicine and formed much of the knowledge we know today.	over multiple centuries the roman empire led to great gains in the field of medicine and formed much of the knowledge we know today
train_1542	1073	0	 Suspected caches of H5N1 in Croatia and Denmark remain unconfirmed.	suspected cases of h5n1 in croatia and denmark remain unconfirmed
train_1543	663	1	 San Francisco has developed a large tourist infrastructure with numerous hotels, restaurants, and top-notch convention facilities.	san francisco has developed a large tourist infrastructure with numerous hotels restaurants and top-notch convention facilities
